date,item_code,item_desc,item_variation,item_weight,index_name
2020-03-01,2104015,sabao em barra,0.68,0.0293,IPCA
2020-03-01,2104016,esponja de limpeza,0.08,0.0041,IPCA
2020-03-01,2104019,sabao liquido,-0.38,0.0059,IPCA
2020-03-01,2104020,limpador multiuso,-0.94,0.0268,IPCA
2020-03-01,2104041,papel toalha,1.3,0.0048,IPCA
2020-03-01,2104085,amaciante e alvejante,0.48,0.1694,IPCA
2020-03-01,22,combustiveis e energia,0.2,5.5314,IPCA
2020-03-01,2201,combustiveis (domesticos),0.49,1.2111,IPCA
2020-03-01,2201003,carvao vegetal,-0.11,0.006,IPCA
2020-03-01,2201004,gas de botijao,0.6,1.0702,IPCA
2020-03-01,2201005,gas encanado,-0.42,0.1349,IPCA
2020-03-01,2202,energia eletrica residencial,0.12,4.3203,IPCA
2020-03-01,3,artigos de residencia,-1.08,3.7298,IPCA
2020-03-01,31,moveis e utensilios,-0.62,1.7813,IPCA
2020-03-01,3101,mobiliario,-1.1,1.1135,IPCA
2020-03-01,3101002,movel para sala,-1.85,0.3662,IPCA
2020-03-01,3101003,movel para quarto,-0.19,0.4943,IPCA
2020-03-01,3101015,movel para copa e cozinha,-1.61,0.2108,IPCA
2020-03-01,3101016,movel infantil,-2.05,0.0285,IPCA
2020-03-01,3101017,colchao,-3.78,0.0138,IPCA
2020-03-01,3102,utensilios e enfeites,-0.04,0.4786,IPCA
2020-03-01,3102001,artigos de iluminacao,-1.05,0.0817,IPCA
2020-03-01,3102005,tapete,0.16,0.0618,IPCA
2020-03-01,3102006,cortina,1.01,0.0907,IPCA
2020-03-01,3102007,utensilios de metal,-0.83,0.1635,IPCA
2020-03-01,3102009,utensilios de vidro e louca,1.69,0.0498,IPCA
2020-03-01,3102010,utensilios de plastico,-0.19,0.0094,IPCA
2020-03-01,3102035,flores naturais,2.83,0.0055,IPCA
2020-03-01,3102337,utensilios para bebe,0.12,0.0163,IPCA
2020-03-01,3103,"cama, mesa e banho",0.7,0.1892,IPCA
2020-03-01,3103001,roupa de cama,0.7,0.1838,IPCA
2020-03-01,3103003,roupa de banho,0.47,0.0054,IPCA
2020-03-01,32,aparelhos eletroeletronicos,-1.82,1.6347,IPCA
2020-03-01,3201,eletrodomesticos e equipamentos,-2.52,0.8838,IPCA
2020-03-01,3201001,refrigerador,-3.77,0.343,IPCA
2020-03-01,3201002,ar-condicionado,-2.3,0.1004,IPCA
2020-03-01,3201006,maquina de lavar roupa,-0.9,0.2443,IPCA
2020-03-01,3201013,ventilador,-1.57,0.0193,IPCA
2020-03-01,3201021,fogao,-2.61,0.17,IPCA
2020-03-01,3201050,chuveiro eletrico,-1.59,0.0068,IPCA
2020-03-01,3202,"tv, som e informatica",-1.0,0.7509,IPCA
2020-03-01,3202001,televisor,-2.26,0.4417,IPCA
2020-03-01,3202003,aparelho de som,-0.39,0.0124,IPCA
2020-03-01,3202008,videogame (console),-2.37,0.0027,IPCA
2020-03-01,3202028,computador pessoal,0.89,0.294,IPCA
2020-03-01,33,consertos e manutencao,0.19,0.3138,IPCA
2020-03-01,3301002,conserto de refrigerador,1.22,0.016,IPCA
2020-03-01,3301006,conserto de televisor,1.89,0.002,IPCA
2020-03-01,3301015,conserto de maquina de lavar roupa,-0.2,0.0046,IPCA
2020-03-01,3301022,reforma de estofado,0.76,0.0465,IPCA
2020-03-01,3301088,conserto de aparelho celular,0.22,0.0672,IPCA
2020-03-01,3301130,conserto de bicicleta,-0.07,0.1774,IPCA
2020-03-01,4,vestuario,0.21,4.5008,IPCA
2020-03-01,41,roupas,0.27,3.0598,IPCA
2020-03-01,4101,roupa masculina,0.3,1.0709,IPCA
2020-03-01,4101002,calca comprida masculina,0.78,0.2952,IPCA
2020-03-01,4101005,agasalho masculino,0.68,0.0228,IPCA
2020-03-01,4101006,bermuda/short masculino,-0.48,0.1753,IPCA
2020-03-01,4101008,cueca,-0.91,0.0071,IPCA
2020-03-01,4101009,camisa/camiseta masculina,0.29,0.5706,IPCA
2020-03-01,4102,roupa feminina,0.46,1.3637,IPCA
2020-03-01,4102002,calca comprida feminina,0.81,0.3185,IPCA
2020-03-01,4102003,agasalho feminino,0.4,0.0277,IPCA
2020-03-01,4102004,saia,-0.38,0.0096,IPCA
2020-03-01,4102005,vestido,0.06,0.3018,IPCA
2020-03-01,4102008,blusa,0.81,0.5235,IPCA
2020-03-01,4102010,lingerie,-0.32,0.112,IPCA
2020-03-01,4102013,bermuda/short feminino,-0.62,0.0706,IPCA
2020-03-01,4103,roupa infantil,-0.2,0.6252,IPCA
2020-03-01,4103001,uniforme escolar,0.65,0.0848,IPCA
2020-03-01,4103002,calca comprida infantil,0.0,0.0768,IPCA
2020-03-01,4103005,agasalho infantil,-1.06,0.0087,IPCA
2020-03-01,4103007,vestido infantil,0.36,0.0558,IPCA
2020-03-01,4103008,bermuda/short infantil,-1.47,0.0589,IPCA
2020-03-01,4103011,camisa/camiseta infantil,0.2,0.1968,IPCA
2020-03-01,4103031,conjunto infantil,-1.02,0.1434,IPCA
2020-03-01,42,calcados e acessorios,-0.22,1.1834,IPCA
2020-03-01,4201002,sapato masculino,-0.06,0.1549,IPCA
2020-03-01,4201003,sapato feminino,0.5,0.2736,IPCA
2020-03-01,4201004,sapato infantil,0.13,0.0277,IPCA
2020-03-01,4201015,bolsa,0.28,0.0627,IPCA
2020-03-01,4201040,mochila,-1.26,0.0102,IPCA
2020-03-01,4201063,tenis,-0.64,0.4516,IPCA
2020-03-01,4201098,sandalia/chinelo,-0.53,0.2027,IPCA
2020-03-01,43,joias e bijuterias,1.68,0.2027,IPCA
2020-03-01,4301001,bijuteria,0.98,0.0169,IPCA
2020-03-01,4301002,joia,2.95,0.1356,IPCA
2020-03-01,4301004,relogio de pulso,-1.5,0.0502,IPCA
2020-03-01,44,tecidos e armarinho,0.67,0.0548,IPCA
2020-03-01,4401001,tecido,0.55,0.045,IPCA
2020-03-01,4401002,artigos de armarinho,1.21,0.0098,IPCA
2020-03-01,5,transportes,-0.9,20.5255,IPCA
2020-03-01,5101,transporte publico,-2.98,3.254,IPCA
2020-03-01,5101001,onibus urbano,0.32,1.3623,IPCA
2020-03-01,5101002,taxi,0.0,0.2042,IPCA
2020-03-01,5101004,trem,0.08,0.0386,IPCA
2020-03-01,5101006,onibus intermunicipal,0.33,0.4338,IPCA
2020-03-01,5101007,onibus interestadual,-0.45,0.1276,IPCA
2020-03-01,5101010,passagem aerea,-16.75,0.6004,IPCA
2020-03-01,5101011,metro,0.0,0.0699,IPCA
2020-03-01,5101026,transporte escolar,1.52,0.1384,IPCA
2020-03-01,5101051,transporte por aplicativo,-1.76,0.2111,IPCA
2020-03-01,5101053,integracao transporte publico,0.0,0.0675,IPCA
2020-03-01,5102,veiculo proprio,0.25,11.1839,IPCA
2020-03-01,5102001,automovel novo,0.27,2.9794,IPCA
2020-03-01,5102004,emplacamento e licenca,0.3,2.37,IPCA
2020-03-01,5102005,seguro voluntario de veiculo,-1.34,0.8441,IPCA
2020-03-01,5102006,multa,0.0,0.1196,IPCA
2020-03-01,5102007,oleo lubrificante,0.05,0.1277,IPCA
2020-03-01,5102009,acessorios e pecas,0.22,0.1765,IPCA
2020-03-01,5102010,pneu,0.75,0.1973,IPCA
2020-03-01,5102011,conserto de automovel,0.48,1.6952,IPCA
2020-03-01,5102013,estacionamento,-0.47,0.0676,IPCA
2020-03-01,5102015,pedagio,0.0,0.0945,IPCA
2020-03-01,5102020,automovel usado,0.72,1.8796,IPCA
2020-03-01,5102037,pintura de veiculo,0.6,0.0146,IPCA
2020-03-01,5102051,aluguel de veiculo,-1.14,0.0192,IPCA
2020-03-01,5102053,motocicleta,0.1,0.5985,IPCA
2020-03-01,5104,combustiveis (veiculos),-1.88,6.0876,IPCA
2020-03-01,5104001,gasolina,-1.75,5.1344,IPCA
2020-03-01,5104002,etanol,-2.82,0.6923,IPCA
2020-03-01,5104003,oleo diesel,-2.55,0.1987,IPCA
2020-03-01,5104005,gas veicular,-0.78,0.0622,IPCA
2020-03-01,6,saude e cuidados pessoais,0.21,13.5247,IPCA
2020-03-01,61,produtos farmaceuticos e oticos,-0.37,3.7649,IPCA
2020-03-01,6101,produtos farmaceuticos,-0.33,3.4629,IPCA
2020-03-01,6101001,anti-infeccioso e antibiotico,0.11,0.2486,IPCA
2020-03-01,6101002,analgesico e antitermico,-0.22,0.554,IPCA
2020-03-01,6101003,anti-inflamatorio e antirreumatico,-0.13,0.1635,IPCA
2020-03-01,6101004,antigripal e antitussigeno,-0.11,0.2016,IPCA
2020-03-01,6101006,dermatologico,-1.08,0.1291,IPCA
2020-03-01,6101007,antialergico e broncodilatador,-0.47,0.1795,IPCA
2020-03-01,6101009,gastroprotetor,-0.86,0.1413,IPCA
2020-03-01,6101010,vitamina e fortificante,-0.27,0.2296,IPCA
2020-03-01,6101011,hormonal,-0.42,0.2029,IPCA
2020-03-01,6101013,psicotropico e anorexigeno,-0.46,0.3076,IPCA
2020-03-01,6101014,hipotensor e hipocolesterolemico,-0.42,0.6531,IPCA
2020-03-01,6101051,oftalmologico,-0.61,0.0955,IPCA
2020-03-01,6101064,antidiabetico,-0.35,0.1941,IPCA
2020-03-01,6101148,neurologico,0.27,0.1625,IPCA
2020-03-01,6102,produtos oticos,-0.93,0.302,IPCA
2020-03-01,6102012,oculos de grau,-0.93,0.302,IPCA
2020-03-01,62,servicos de saude,0.42,5.8386,IPCA
2020-03-01,6201,servicos medicos e dentarios,0.08,1.1571,IPCA
2020-03-01,6201002,medico,0.29,0.5579,IPCA
2020-03-01,6201003,dentista,-0.13,0.5325,IPCA
2020-03-01,6201005,aparelho ortodontico,0.05,0.0192,IPCA
2020-03-01,6201007,fisioterapeuta,1.69,0.0004,IPCA
2020-03-01,6201010,psicologo,0.0,0.0471,IPCA
2020-03-01,6202,servicos laboratoriais e hospitalares,-0.08,0.6284,IPCA
2020-03-01,6202003,exame de laboratorio,-0.08,0.1129,IPCA
2020-03-01,6202004,hospitalizacao e cirurgia,-0.11,0.3761,IPCA
2020-03-01,6202006,exame de imagem,0.02,0.1394,IPCA
2020-03-01,6203,plano de saude,0.6,4.0531,IPCA
2020-03-01,63,cuidados pessoais,0.46,3.9212,IPCA
2020-03-01,6301,higiene pessoal,0.46,3.9212,IPCA
2020-03-01,6301001,produto para cabelo,-0.14,0.6404,IPCA
2020-03-01,6301002,fralda descartavel,0.29,0.2228,IPCA
2020-03-01,6301004,produto para barba,-0.24,0.1358,IPCA
2020-03-01,6301006,produto para pele,0.13,0.3832,IPCA
2020-03-01,6301007,produto para higiene bucal,0.18,0.2624,IPCA
2020-03-01,6301010,produto para unha,-1.81,0.0041,IPCA
2020-03-01,6301011,perfume,1.15,1.0421,IPCA
2020-03-01,6301014,desodorante,-0.48,0.4529,IPCA
2020-03-01,6301015,absorvente higienico,0.67,0.1109,IPCA
2020-03-01,6301016,sabonete,0.55,0.2908,IPCA
2020-03-01,6301017,papel higienico,0.58,0.2075,IPCA
2020-03-01,6301020,artigos de maquiagem,2.57,0.1683,IPCA
2020-03-01,7,despesas pessoais,-0.23,10.7541,IPCA
2020-03-01,71,servicos pessoais,0.13,6.7859,IPCA
2020-03-01,7101001,costureira,-0.16,0.013,IPCA
2020-03-01,7101005,manicure,-0.06,0.3971,IPCA
2020-03-01,7101010,empregado domestico,0.46,3.1339,IPCA
2020-03-01,7101011,cabeleireiro e barbeiro,-0.49,1.0797,IPCA
2020-03-01,7101014,depilacao,0.89,0.0591,IPCA
2020-03-01,7101034,cartorio,0.0,0.0221,IPCA
2020-03-01,7101036,despachante,-0.01,0.0959,IPCA
2020-03-01,7101076,servico bancario,0.0,1.817,IPCA
2020-03-01,7101090,conselho de classe,0.13,0.0562,IPCA
2020-03-01,7101144,sobrancelha,-0.7,0.1118,IPCA
2020-03-01,72,recreacao e fumo,-0.85,3.9682,IPCA
2020-03-01,7201,recreacao,-0.98,3.4263,IPCA
2020-03-01,7201006,clube,0.21,0.0798,IPCA
2020-03-01,7201010,instrumento musical,2.98,0.0164,IPCA
2020-03-01,7201015,tratamento de animais (clinica),0.91,0.3015,IPCA
2020-03-01,7201019,bicicleta,-2.1,0.0965,IPCA
2020-03-01,7201020,alimento para animais,-0.91,0.3433,IPCA
2020-03-01,7201023,brinquedo,-2.38,0.2321,IPCA
2020-03-01,7201054,casa noturna,0.49,0.0454,IPCA
2020-03-01,7201063,jogos de azar,0.0,0.531,IPCA
2020-03-01,7201067,material de caca e pesca,-1.52,0.0096,IPCA
2020-03-01,7201090,hospedagem,-1.98,0.5861,IPCA
2020-03-01,7201095,pacote turistico,-2.56,0.5009,IPCA
2020-03-01,7201256,servico de higiene para animais,0.64,0.1422,IPCA
2020-03-01,7201266,"cinema, teatro e concertos",-0.53,0.5415,IPCA
2020-03-01,7202,fumo,0.0,0.5419,IPCA
2020-03-01,7202041,cigarro,0.0,0.5419,IPCA
2020-03-01,8,educacao,0.59,6.356,IPCA
2020-03-01,81,"cursos, leitura e papelaria",0.59,6.356,IPCA
2020-03-01,8101,cursos regulares,0.74,4.7982,IPCA
2020-03-01,8101001,creche,0.34,0.2033,IPCA
2020-03-01,8101002,pre-escola,0.52,0.3392,IPCA
2020-03-01,8101003,ensino fundamental,1.0,1.5729,IPCA
2020-03-01,8101004,ensino medio,1.22,0.3938,IPCA
2020-03-01,8101005,ensino superior,0.55,1.9124,IPCA
2020-03-01,8101006,pos-graduacao,0.58,0.3006,IPCA
2020-03-01,8101008,educacao de jovens e adultos,0.35,0.0442,IPCA
2020-03-01,8101045,curso tecnico,0.06,0.032,IPCA
2020-03-01,8102,leitura,0.76,0.5515,IPCA
2020-03-01,8102001,jornal diario,3.4,0.0308,IPCA
2020-03-01,8102004,revista,0.0,0.0279,IPCA
2020-03-01,8102007,livro didatico,0.78,0.3944,IPCA
2020-03-01,8102008,livro nao didatico,0.08,0.0985,IPCA
2020-03-01,8103,papelaria,0.14,0.1435,IPCA
2020-03-01,8103001,caderno,1.28,0.0531,IPCA
2020-03-01,8103014,artigos de papelaria,-0.54,0.0904,IPCA
2020-03-01,8104,cursos diversos,-0.27,0.8628,IPCA
2020-03-01,8104001,curso preparatorio,-0.01,0.0803,IPCA
2020-03-01,8104003,curso de idioma,-0.45,0.3193,IPCA
2020-03-01,8104004,curso de informatica,0.33,0.0017,IPCA
2020-03-01,8104005,autoescola,0.73,0.051,IPCA
2020-03-01,8104006,atividades fisicas,-0.31,0.4105,IPCA
2020-03-01,9,comunicacao,0.04,5.7077,IPCA
2020-03-01,9101001,correio,0.86,0.068,IPCA
2020-03-01,9101002,plano de telefonia fixa,0.07,0.2595,IPCA
2020-03-01,9101008,plano de telefonia movel,0.0,1.6362,IPCA
2020-03-01,9101010,tv por assinatura,0.0,0.4058,IPCA
2020-03-01,9101018,acesso a internet,0.0,0.5507,IPCA
2020-03-01,9101019,aparelho telefonico,0.12,1.022,IPCA
2020-03-01,9101115,servicos de streaming,0.0,0.0704,IPCA
2020-03-01,9101116,"combo de telefonia, internet e tv por assinatura",0.0,1.6951,IPCA
2020-03-01,0,indice geral,0.02,100.0,IPCA-15
2020-03-01,1,alimentacao e bebidas,0.35,19.2962,IPCA-15
2020-03-01,11,alimentacao no domicilio,0.49,13.3362,IPCA-15
2020-03-01,1101,"cereais, leguminosas e oleaginosas",0.54,0.6727,IPCA-15
2020-03-01,1101002,arroz,1.28,0.4565,IPCA-15
2020-03-01,1101051,feijao - mulatinho,2.78,0.0113,IPCA-15
2020-03-01,1101052,feijao - preto,-0.5,0.0479,IPCA-15
2020-03-01,1101053,feijao - macacar (fradinho),2.99,0.0157,IPCA-15
2020-03-01,1101073,feijao - carioca (rajado),-2.23,0.131,IPCA-15
2020-03-01,1101079,milho (em grao),1.31,0.0104,IPCA-15
2020-03-01,1102,"farinhas, feculas e massas",0.57,0.452,IPCA-15
2020-03-01,1102001,farinha de arroz,-2.39,0.0033,IPCA-15
2020-03-01,1102006,macarrao,0.08,0.148,IPCA-15
2020-03-01,1102008,fuba de milho,1.47,0.0069,IPCA-15
2020-03-01,1102010,flocos de milho,-0.87,0.0096,IPCA-15
2020-03-01,1102012,farinha de trigo,-0.03,0.045,IPCA-15
2020-03-01,1102023,farinha de mandioca,2.06,0.0952,IPCA-15
2020-03-01,1102029,massa semipreparada,0.74,0.1185,IPCA-15
2020-03-01,1102061,macarrao instantaneo,-1.12,0.0256,IPCA-15
2020-03-01,1103,"tuberculos, raizes e legumes",6.01,0.5749,IPCA-15
2020-03-01,1103002,batata-doce,14.16,0.023,IPCA-15
2020-03-01,1103003,batata-inglesa,-1.02,0.1528,IPCA-15
2020-03-01,1103005,mandioca (aipim),0.71,0.0134,IPCA-15
2020-03-01,1103020,abobrinha,21.83,0.0073,IPCA-15
2020-03-01,1103025,pepino,-3.7,0.003,IPCA-15
2020-03-01,1103026,pimentao,10.5,0.0115,IPCA-15
2020-03-01,1103028,tomate,4.93,0.2232,IPCA-15
2020-03-01,1103043,cebola,7.92,0.0911,IPCA-15
2020-03-01,1103044,cenoura,23.92,0.0496,IPCA-15
2020-03-01,1104,acucares e derivados,0.6,0.6275,IPCA-15
2020-03-01,1104003,acucar refinado,0.01,0.0893,IPCA-15
2020-03-01,1104004,acucar cristal,2.4,0.0939,IPCA-15
2020-03-01,1104018,balas,-0.24,0.0165,IPCA-15
2020-03-01,1104023,chocolate em barra e bombom,0.29,0.1857,IPCA-15
2020-03-01,1104032,sorvete,0.46,0.1346,IPCA-15
2020-03-01,1104052,chocolate e achocolatado em po,0.34,0.1059,IPCA-15
2020-03-01,1104060,doce de frutas em pasta,1.99,0.0017,IPCA-15
2020-03-01,1105,hortalicas e verduras,4.18,0.1875,IPCA-15
2020-03-01,1105001,alface,5.85,0.0838,IPCA-15
2020-03-01,1105004,coentro,12.14,0.008,IPCA-15
2020-03-01,1105005,couve,0.52,0.0153,IPCA-15
2020-03-01,1105006,couve-flor,-6.7,0.0034,IPCA-15
2020-03-01,1105010,repolho,2.26,0.0134,IPCA-15
2020-03-01,1105012,cheiro-verde,1.61,0.0386,IPCA-15
2020-03-01,1105019,brocolis,4.75,0.0251,IPCA-15
2020-03-01,1106,frutas,0.92,0.8369,IPCA-15
2020-03-01,1106001,banana-da-terra,-7.47,0.0195,IPCA-15
2020-03-01,1106003,abacaxi,0.05,0.0164,IPCA-15
2020-03-01,1106004,abacate,-8.47,0.0013,IPCA-15
2020-03-01,1106005,banana - d'agua,-0.73,0.0854,IPCA-15
2020-03-01,1106006,banana - maca,-3.72,0.0039,IPCA-15
2020-03-01,1106008,banana - prata,3.86,0.1519,IPCA-15
2020-03-01,1106011,laranja - baia,6.55,0.0041,IPCA-15
2020-03-01,1106012,laranja - lima,-0.44,0.0049,IPCA-15
2020-03-01,1106015,limao,-10.08,0.0204,IPCA-15
2020-03-01,1106017,maca,-0.91,0.1417,IPCA-15
2020-03-01,1106018,mamao,0.64,0.0725,IPCA-15
2020-03-01,1106019,manga,12.08,0.0492,IPCA-15
2020-03-01,1106020,maracuja,-6.59,0.0083,IPCA-15
2020-03-01,1106021,melancia,-0.38,0.0256,IPCA-15
2020-03-01,1106022,melao,3.6,0.0138,IPCA-15
2020-03-01,1106023,pera,-3.58,0.0195,IPCA-15
2020-03-01,1106027,tangerina,1.13,0.0281,IPCA-15
2020-03-01,1106028,uva,-2.02,0.0707,IPCA-15
2020-03-01,1106039,laranja - pera,1.96,0.0884,IPCA-15
2020-03-01,1106051,morango,15.87,0.0064,IPCA-15
2020-03-01,1106084,goiaba,1.64,0.0048,IPCA-15
2020-03-01,1107,carnes,-1.81,2.4729,IPCA-15
2020-03-01,1107009,figado,-1.66,0.0181,IPCA-15
2020-03-01,1107018,carne de porco,-2.75,0.3286,IPCA-15
2020-03-01,1107031,carne de carneiro,-1.28,0.0031,IPCA-15
2020-03-01,1107081,cupim,0.04,0.0103,IPCA-15
2020-03-01,1107084,contrafile,-2.85,0.4133,IPCA-15
2020-03-01,1107085,file-mignon,-5.77,0.027,IPCA-15
2020-03-01,1107087,cha de dentro,-1.09,0.28,IPCA-15
2020-03-01,1107088,alcatra,-4.63,0.3217,IPCA-15
2020-03-01,1107089,patinho,-0.92,0.1504,IPCA-15
2020-03-01,1107090,lagarto redondo,1.38,0.0087,IPCA-15
2020-03-01,1107091,lagarto comum,-2.21,0.0641,IPCA-15
2020-03-01,1107093,musculo,-1.22,0.1329,IPCA-15
2020-03-01,1107094,pa,0.03,0.0952,IPCA-15
2020-03-01,1107095,acem,0.75,0.2347,IPCA-15
2020-03-01,1107096,peito,5.69,0.0087,IPCA-15
2020-03-01,1107097,capa de file,-0.84,0.0334,IPCA-15
2020-03-01,1107099,costela,-0.43,0.3017,IPCA-15
2020-03-01,1107208,picanha,-1.27,0.0411,IPCA-15
2020-03-01,1108,pescados,0.87,0.2008,IPCA-15
2020-03-01,1108002,peixe - anchova,0.08,0.0007,IPCA-15
2020-03-01,1108004,peixe - corvina,4.93,0.0211,IPCA-15
2020-03-01,1108012,peixe - sardinha,-2.38,0.006,IPCA-15
2020-03-01,1108013,camarao,0.08,0.0257,IPCA-15
2020-03-01,1108019,peixe - cavala,0.39,0.001,IPCA-15
2020-03-01,1108029,peixe - cacao,2.1,0.0068,IPCA-15
2020-03-01,1108031,peixe - merluza,2.16,0.0172,IPCA-15
2020-03-01,1108032,peixe - serra,1.62,0.0015,IPCA-15
2020-03-01,1108038,peixe - pescada,-0.33,0.0246,IPCA-15
2020-03-01,1108045,caranguejo,-0.46,0.0055,IPCA-15
2020-03-01,1108049,peixe - castanha,-1.33,0.0012,IPCA-15
2020-03-01,1108052,peixe - palombeta,4.69,0.0009,IPCA-15
2020-03-01,1108075,peixe - salmao,2.27,0.017,IPCA-15
2020-03-01,1108080,peixe - tilapia,3.02,0.0479,IPCA-15
2020-03-01,1108087,peixe - tambaqui,0.59,0.011,IPCA-15
2020-03-01,1108088,peixe - dourada,-14.96,0.008,IPCA-15
2020-03-01,1108092,peixe - filhote,-8.29,0.0039,IPCA-15
2020-03-01,1108125,peixe - aruana,0.85,0.0007,IPCA-15
2020-03-01,1109,carnes e peixes industrializados,1.01,0.6317,IPCA-15
2020-03-01,1109002,presunto,1.8,0.0975,IPCA-15
2020-03-01,1109007,salsicha,2.12,0.0435,IPCA-15
2020-03-01,1109008,linguica,0.27,0.2965,IPCA-15
2020-03-01,1109010,mortadela,-0.52,0.0535,IPCA-15
2020-03-01,1109012,salame,-0.52,0.0089,IPCA-15
2020-03-01,1109023,bacalhau,3.08,0.0089,IPCA-15
2020-03-01,1109056,carne-seca e de sol,2.6,0.1149,IPCA-15
2020-03-01,1109058,carne de porco salgada e defumada,-0.53,0.008,IPCA-15
2020-03-01,1110,aves e ovos,0.7,1.1141,IPCA-15
2020-03-01,1110009,frango inteiro,-0.06,0.3263,IPCA-15
2020-03-01,1110010,frango em pedacos,-0.59,0.5655,IPCA-15
2020-03-01,1110044,ovo de galinha,5.1,0.2224,IPCA-15
2020-03-01,1111,leites e derivados,0.96,1.5785,IPCA-15
2020-03-01,1111004,leite longa vida,1.37,0.6078,IPCA-15
2020-03-01,1111008,leite condensado,1.49,0.0194,IPCA-15
2020-03-01,1111009,leite em po,0.13,0.1794,IPCA-15
2020-03-01,1111011,queijo,0.9,0.4992,IPCA-15
2020-03-01,1111019,iogurte e bebidas lacteas,1.26,0.1492,IPCA-15
2020-03-01,1111021,requeijao,-0.46,0.0519,IPCA-15
2020-03-01,1111031,manteiga,0.53,0.061,IPCA-15
2020-03-01,1111038,leite fermentado,-0.98,0.0106,IPCA-15
2020-03-01,1112,panificados,0.2,1.58,IPCA-15
2020-03-01,1112003,biscoito,0.44,0.4352,IPCA-15
2020-03-01,1112015,pao frances,-0.23,0.8012,IPCA-15
2020-03-01,1112017,pao doce,-0.21,0.0837,IPCA-15
2020-03-01,1112018,pao de forma,1.67,0.0948,IPCA-15
2020-03-01,1112019,bolo,1.04,0.1359,IPCA-15
2020-03-01,1112025,pao de queijo,0.92,0.0292,IPCA-15
2020-03-01,1113,oleos e gorduras,0.05,0.3299,IPCA-15
2020-03-01,1113013,oleo de soja,-0.06,0.1785,IPCA-15
2020-03-01,1113014,azeite de oliva,-0.31,0.0602,IPCA-15
2020-03-01,1113040,margarina,0.49,0.0913,IPCA-15
2020-03-01,1114,bebidas e infusoes,0.49,1.5745,IPCA-15
2020-03-01,1114001,suco de frutas,0.84,0.1282,IPCA-15
2020-03-01,1114003,polpa de fruta (congelada),0.07,0.0134,IPCA-15
2020-03-01,1114004,acai (emulsao),4.22,0.06,IPCA-15
2020-03-01,1114022,cafe moido,0.09,0.2794,IPCA-15
2020-03-01,1114023,cafe soluvel,-0.61,0.0083,IPCA-15
2020-03-01,1114083,refrigerante e agua mineral,0.54,0.502,IPCA-15
2020-03-01,1114084,cerveja,0.07,0.4031,IPCA-15
2020-03-01,1114085,outras bebidas alcoolicas,0.93,0.0366,IPCA-15
2020-03-01,1114087,vinho,0.52,0.0694,IPCA-15
2020-03-01,1114090,suco em po,0.11,0.0484,IPCA-15
2020-03-01,1114091,cha mate (erva mate),0.49,0.0256,IPCA-15
2020-03-01,1115,enlatados e conservas,-0.07,0.1451,IPCA-15
2020-03-01,1115013,alimento infantil,-0.84,0.0021,IPCA-15
2020-03-01,1115016,palmito em conserva,-0.81,0.0193,IPCA-15
2020-03-01,1115017,pepino em conserva,5.23,0.004,IPCA-15
2020-03-01,1115039,sardinha em conserva,-0.67,0.0374,IPCA-15
2020-03-01,1115050,salsicha em conserva,-0.14,0.0014,IPCA-15
2020-03-01,1115056,sopa desidratada,0.41,0.0016,IPCA-15
2020-03-01,1115057,azeitona,0.02,0.0318,IPCA-15
2020-03-01,1115058,milho-verde em conserva,0.72,0.0255,IPCA-15
2020-03-01,1115075,atum em conserva,-0.4,0.0221,IPCA-15
2020-03-01,1116,sal e condimentos,2.14,0.357,IPCA-15
2020-03-01,1116001,leite de coco,0.5,0.0025,IPCA-15
2020-03-01,1116005,atomatado,0.3,0.1106,IPCA-15
2020-03-01,1116010,alho,6.63,0.1097,IPCA-15
2020-03-01,1116013,sal,-1.02,0.0031,IPCA-15
2020-03-01,1116022,colorau,2.86,0.0009,IPCA-15
2020-03-01,1116023,caldo de tucupi,-0.56,0.0011,IPCA-15
2020-03-01,1116026,fermento,1.02,0.0056,IPCA-15
2020-03-01,1116033,maionese,0.69,0.0438,IPCA-15
2020-03-01,1116041,vinagre,-1.27,0.017,IPCA-15
2020-03-01,1116048,caldo concentrado,0.83,0.0099,IPCA-15
2020-03-01,1116071,tempero misto,-0.33,0.0529,IPCA-15
2020-03-01,12,alimentacao fora do domicilio,0.03,5.9601,IPCA-15
2020-03-01,1201001,refeicao,-0.08,3.7965,IPCA-15
2020-03-01,1201003,lanche,0.39,1.633,IPCA-15
2020-03-01,1201009,cafezinho,0.36,0.0422,IPCA-15
2020-03-01,1201061,doces,0.06,0.0043,IPCA-15
2020-03-01,2,habitacao,-0.28,15.5884,IPCA-15
2020-03-01,21,encargos e manutencao,0.08,10.0608,IPCA-15
2020-03-01,2101,aluguel e taxas,0.06,8.0238,IPCA-15
2020-03-01,2101001,aluguel residencial,0.11,3.8348,IPCA-15
2020-03-01,2101002,condominio,0.03,2.3876,IPCA-15
2020-03-01,2101004,taxa de agua e esgoto,0.0,1.8014,IPCA-15
2020-03-01,2103,reparos,-0.15,1.3034,IPCA-15
2020-03-01,2103005,ferragens,-0.98,0.0098,IPCA-15
2020-03-01,2103008,material de eletricidade,0.26,0.0144,IPCA-15
2020-03-01,2103012,vidro,-3.55,0.0036,IPCA-15
2020-03-01,2103014,tinta,-0.08,0.2491,IPCA-15
2020-03-01,2103032,revestimento de piso e parede,-0.54,0.2178,IPCA-15
